,pa_mean,SOCIAL_min,COMMUNICATION_min,APP_USAGE_min,APPS_OPENED_number,Cluster_HOME_min,Cluster_1_min,Cluster_2_min,Cluster_3_min,Cluster_4_min,Cluster_5_min,UNIQUE_STAYPOINTS_number,TIME_STATIONARY_min,TOTAL_MACHASHES_number,UNIQUE_MACHASHES_number,BLUETOOTH_TOTAL_MACHASHES_number,BLUETOOTH_UNIQUE_MACHASHES_number,CALL_TOTAL_min,CALL_incoming_min,CALL_outgoing_min,CALL_TOTAL_number,CALL_incoming_number,CALL_outgoing_number,CALL_UNIQUE_CONTACTS_number,LIGHT_LUX_mean,LIGHT_LUX_std,SCREEN_onLocked_number,SCREEN_onUnlocked_number,SMS_received_number,SMS_sent_number,SMS_UNIQUE_CONTACTS_number
7806,9.153735756729269,3.151317337754835,1.6482504183631768,2.1618691606090863,7.363928461460666,60.352050023286246,0.9923004403454078,1.8257963629968894,5.566321885898073,2.6392686104643994,1.8274367395187878,2.055883624055175,65.72595300938485,69.45441150816404,18.579299047507423,35.16377176533846,20.03506507923512,1.2806027822609638,2.132659037914795,1.2467176919772724,1.3132741494619156,0.909206448135061,0.8496178743528652,2.7929488598728294,0.5261975246879043,0.5551527025928547,5.57781874044106,3.266790106154876,1.0172446429904072,1.0944710555862893,1.5049932239357549
7807,4.276321973715797,2.286099351808256,0.9348863523544945,4.399147757389302,9.699808795000914,180.36578749927043,1.5434597459630346,1.0568916830003394,0.1274345524576103,0.3348170745741739,2.275933947038433,1.4081144531315761,180.2625240618953,191.7039176906184,20.37869911243843,94.45713226648027,46.36046923693587,0.22344063565394573,1.1994925086180868,1.2349281243205015,1.4858201915901121,3.2175165666204757,0.6812496433182089,1.980815903136159,3.745930231243571,9.33938727650517,6.170001157872057,4.410707597574953,1.5955630813976227,0.3830120937544426,1.281259901351373
7808,10.25821520284843,40.36622264452954,13.591659628173076,134.55111180008115,211.13076567046483,610.5773047735096,3.0958495544431077,0.7521666050248396,0.4986275101405436,0.31287210019271733,0.37649532866595353,3.1804840227384408,611.2475282249396,663.6812713745787,29.48884598489655,299.5225252952836,139.84103562525127,0.38146262172305856,0.6997077996126002,0.31566684014420515,1.3343683218304718,0.4650444874772007,0.5054762019279149,0.25088759114021025,90.97461462165509,175.8378706531073,24.798557369535544,11.14644526266506,3.8838414129427887,0.7231920962411386,1.7765530235404339
7809,5.169044602373818,1.1185639335221336,0.6333399102227373,3.280725480317235,8.860005002861953,361.13650333675514,0.6366563700652755,0.31248716180648256,0.931467020165265,0.2359587268896733,1.541233522958325,1.5342405167555064,360.65039183729715,378.06460707855786,21.826164030651253,170.2910266180129,71.56052831859495,0.15529821320823797,0.3305640637314786,1.5793958083186637,1.7471370515547655,0.1421607728017726,1.3914980863954656,1.5123658916227944,0.21681514125055687,0.4789964758779904,5.820516367980281,5.190619411584396,0.9433689180134001,0.3461333966537857,1.8653870451576657
7810,3.87489322189413,41.183628814550374,13.77198056834188,133.44478600230698,210.2400727107041,611.0934029791895,2.1776142177361746,0.9155054961483279,2.460000880681078,5.172139597863411,0.3619724226600632,3.276999986606268,612.4881719871357,664.424439863579,28.235979876688454,299.2983547442344,138.7382976072487,1.3003726071574684,2.945561912111614,1.7548071544703339,0.08458367432352606,1.4973486623201513,2.5934553028502196,0.6814816146314558,95.63496918453194,171.92679095517755,16.613959732531168,28.09207308950371,0.3591695299564485,0.8973071754243793,0.21390471981947148
7811,4.937278069991164,27.683767294879804,2.4578077402497644,62.481421946148224,98.15334958597074,540.6039644014476,0.9871184237602973,1.0829389843205348,3.8143357587372053,1.093691203593735,0.5933330810688663,1.6014827303044386,543.061471863052,563.8171613426603,28.76602778723575,269.4403759042032,123.63272870520396,1.8251035110818614,3.1721723439376945,1.9497178709635363,1.1849818672223367,0.6709010922862421,0.749716134139506,0.6130875487334675,1.5838372677682877,4.181823890819525,11.787433971687419,5.754704996142385,1.0668731759880927,1.7233061808535246,1.2369531000307359
7812,5.994175682378598,6.313630491237625,7.051745404551577,40.69191049180342,109.64446227882439,504.90628334356586,192.08591692996032,0.5189624937733501,0.6513342031041088,1.4552854772826729,0.15322393565918538,2.782243896579084,696.271346609981,890.5719360005356,255.07584454610577,307.34984889750467,167.7399476644764,4.478223199610951,2.5603335014427913,0.4201969514588279,2.4839987594754755,1.4214644895954234,0.17429704568566395,0.7055910594469949,191.74630964302193,158.3303175770215,58.972183439131484,37.59196092658971,3.2635205219169454,0.2376313341481812,1.4170192534426505
7813,6.502239933149853,1.2842084182566658,0.14389455572225368,3.0996019417877347,1.4356562149935814,0.6062996695667755,60.890878937438266,4.660200905337222,1.2671699091349236,1.040128866659063,3.121471062628904,1.2715936406385395,60.615735132772514,49.33016914542031,49.76279134364148,8.571829767000427,8.989326398275303,2.7167952467716683,0.5308504849392232,0.4533713986270327,1.186707134711504,2.944808263612765,0.610502644369621,1.4520522563450386,312.7175985201235,1.1537052071684717,2.192247346776278,1.9258982692694095,1.7450409028831346,0.3188214985610903,3.866864647781694
7814,5.8502181128273145,48.48721113926495,22.973884831618662,169.60926015908868,311.2433581311803,654.8014300509358,191.19411807348186,0.5722420040738637,5.2477453807399215,2.2798713782269324,3.6252700033507406,2.6267634222256726,847.213247367484,1077.803632232096,253.90236159082212,381.16202013596734,207.165020744408,0.5932736136156123,0.40282076165991665,0.338482819873062,1.0898315642552017,5.278527121245903,0.998027430143872,0.4199039976516707,184.11082469826596,167.6086633840348,74.8431926335098,44.442948662214796,2.6420008013026814,13.63766304530922,0.23867604868158857
7815,5.776597000968059,7.300760856427571,7.120760654591652,39.61785617878484,108.98810096547565,158.51263752210878,192.7197812434644,0.8455766556735128,2.5117975220891284,0.9193355563176209,0.5401862529548149,2.5019820496134786,336.3407256424989,528.7754706231993,247.762247409142,136.90372894562492,95.09128044987793,0.9289943255020511,0.5166359834447262,1.4895941243869344,1.1335745119096705,1.813755685622329,0.4140614660933305,0.8812989283118227,206.33744107051766,155.84709393419956,56.26823522656203,35.28164912912761,1.8692193825875458,2.8340540551839486,1.246078474596976
