"","pred","true","w","index"
"1",5.70592222222222,5.66666666666667,6,7
"2",5.52136666666666,5.66666666666667,6,8
"3",5.67527777777777,6.33333333333333,6,9
"4",5.96303333333334,5.33333333333333,6,10
"5",5.70963333333332,5,6,11
"6",5.45854444444444,8.33333333333333,6,12
"7",6.1041888888889,7.66666666666667,6,13
"8",6.61071111111111,7,6,14
"9",7.28846666666665,6,6,15
"10",6.64745555555556,5.66666666666667,6,16
"11",6.56116666666667,8,6,17
"12",7.15752222222221,7,6,18
"13",6.8238111111111,8,6,19
"14",6.94779999999999,6.33333333333333,6,20
"15",6.72432222222222,6.66666666666667,6,21
"16",6.92592222222222,6.33333333333333,6,22
"17",6.84988888888889,5.66666666666667,6,23
"18",6.65821111111111,5.33333333333333,6,24
"19",6.14070000000001,5.66666666666667,6,25
"20",6.1203,6.33333333333333,6,26
"21",6.29561111111111,6.33333333333333,6,27
"22",5.95323333333335,6,6,28
"23",6.08838888888889,7,6,29
"24",6.27946666666667,4.66666666666667,6,30
"25",5.68368888888888,7,6,31
"26",6.27594444444444,7.33333333333333,6,32
"27",6.67232222222223,5.66666666666667,6,33
"28",6.0802,6,6,34
"29",6.0613,5.33333333333333,6,35
"30",5.37971111111111,5.66666666666667,6,36
"31",5.69032222222222,5.66666666666667,6,37
"32",5.91291111111111,7.66666666666667,6,38
"33",6.0747111111111,8,6,39
"34",7.49554444444444,7,6,40
"35",6.21825555555556,7.66666666666667,6,41
"36",6.80248888888887,8,6,42
"37",7.46664444444444,8,6,43
"38",7.84105555555556,8.33333333333333,6,44
"39",7.99707777777778,7.33333333333333,6,45
"40",7.45086666666667,6.66666666666667,6,46
"41",7.36348888888888,6,6,47
"42",7.2665,5.33333333333333,6,48
"43",6.30417777777779,6,6,49
"44",6.18097777777778,6,6,50
"45",6.00133333333334,7.66666666666667,6,51
"46",6.41478888888889,7.33333333333333,6,52
"47",6.58284444444445,7.33333333333333,6,53
"48",6.33306666666667,6.66666666666667,6,54
"49",6.62245555555555,7.66666666666667,6,55
"50",7.22641111111111,5.66666666666667,6,56
"51",6.89682222222221,7,6,57
"52",6.91685555555556,8,6,58
"53",7.25795555555556,9,6,59
"54",7.94404444444445,8.33333333333333,6,60
"55",8.2591,8.66666666666667,6,61
"56",8.45703333333334,9.33333333333333,6,62
"57",8.77241111111112,9.33333333333333,6,63
"58",9.08870000000001,9.33333333333333,6,64
"59",9.23393333333335,9.33333333333333,6,65
"60",9.18927777777778,9.33333333333333,6,66
"61",9.19200000000001,8.33333333333333,6,67
"62",8.81133333333337,8,6,68
"63",9.2021777777778,9.33333333333333,6,69
"64",9.26962222222224,8.66666666666667,6,70
"65",8.79876666666669,8.66666666666667,6,71
"66",8.59454444444445,8,6,72
"67",8.31471111111113,5,6,73
"68",8.20046666666668,7.66666666666667,6,74
"69",8.1041,7.66666666666667,6,75
"70",7.67886666666666,6.66666666666667,6,76
"71",7.2709111111111,6.33333333333333,6,77
"72",6.66497777777777,5.66666666666667,6,78
"73",6.59333333333332,7,6,79
"74",6.79966666666666,5.66666666666667,6,80
"75",6.08505555555554,7.33333333333333,6,81
"76",6.49925555555555,7.66666666666667,6,82
"77",6.74984444444444,5.66666666666667,6,83
"78",6.38969999999999,8.33333333333333,6,84
"79",7.15448888888889,5.66666666666667,6,85
"80",6.69665555555554,7,6,86
"81",6.22458888888887,4,6,87
"82",5.35601111111111,7.33333333333333,6,88
"83",6.51147777777778,8,6,89
"84",7.00992222222223,8.33333333333333,6,90
"85",7.05776666666667,7.66666666666667,6,91
"86",7.28592222222222,5.66666666666667,6,92
"87",6.58893333333334,4,6,93
"88",5.42961111111112,7.66666666666667,6,94
"89",7.3081,7.66666666666667,6,95
"90",7.1166111111111,7,6,96
"91",6.84793333333333,5,6,97
"92",6.2881,6.66666666666667,6,98
"93",6.41689999999999,4.66666666666667,6,99
"94",6.33899999999998,4.66666666666667,6,100
"95",4.9108888888889,4.66666666666667,6,101
"96",6.07442222222222,5.33333333333333,6,102
"97",5.4687,8.33333333333333,6,103
"98",6.50473333333333,8,6,104
"99",5.5968,8.66666666666667,6,105
"100",6.46202222222221,8.33333333333333,6,106
"101",6.6526111111111,7.33333333333333,6,107
"102",7.48445555555557,8.33333333333333,6,108
"103",8.09492222222223,8.66666666666667,6,109
"104",8.19592222222223,9.66666666666667,6,110
"105",8.93397777777777,9.33333333333333,6,111
"106",8.75991111111112,9,6,112
"107",8.74484444444445,9.33333333333333,6,113
"108",9.19875555555556,9.33333333333333,6,114
"109",9.11581111111111,7.66666666666667,6,115
"110",8.85582222222222,7,6,116
"111",8.35766666666668,8.33333333333333,6,117
