"","pred","true","w","index"
"1",5.80014444444444,5.66666666666667,6,7
"2",5.6533,5.66666666666667,6,8
"3",5.6897111111111,6.33333333333333,6,9
"4",6.00663333333334,5.33333333333333,6,10
"5",5.76631111111112,5,6,11
"6",5.43371111111111,8.33333333333333,6,12
"7",6.41441111111112,7.66666666666667,6,13
"8",6.88656666666666,7,6,14
"9",6.74936666666666,6,6,15
"10",7.15534444444444,5.66666666666667,6,16
"11",6.55023333333333,8,6,17
"12",6.52431111111111,7,6,18
"13",6.49231111111111,8,6,19
"14",7.14797777777777,6.33333333333333,6,20
"15",6.40962222222222,6.66666666666667,6,21
"16",6.558,6.33333333333333,6,22
"17",6.71005555555556,5.66666666666667,6,23
"18",6.23887777777778,5.33333333333333,6,24
"19",6.35998888888889,5.66666666666667,6,25
"20",5.67983333333333,6.33333333333333,6,26
"21",5.97137777777778,6.33333333333333,6,27
"22",5.94270000000001,6,6,28
"23",6.04273333333334,7,6,29
"24",6.47171111111111,4.66666666666667,6,30
"25",5.85018888888889,7,6,31
"26",6.42388888888889,7.33333333333333,6,32
"27",6.68915555555555,5.66666666666667,6,33
"28",6.0113111111111,6,6,34
"29",6.59858888888889,5.33333333333333,6,35
"30",6.06481111111111,5.66666666666667,6,36
"31",5.70284444444444,5.66666666666667,6,37
"32",5.89927777777778,7.66666666666667,6,38
"33",6.69266666666665,8,6,39
"34",7.04684444444445,7,6,40
"35",6.76615555555555,7.66666666666667,6,41
"36",7.21473333333332,8,6,42
"37",7.58935555555554,8,6,43
"38",7.68604444444444,8.33333333333333,6,44
"39",7.98905555555556,7.33333333333333,6,45
"40",7.78324444444445,6.66666666666667,6,46
"41",7.18952222222221,6,6,47
"42",7.16075555555555,5.33333333333333,6,48
"43",6.22033333333334,6,6,49
"44",6.03731111111112,6,6,50
"45",5.86395555555556,7.66666666666667,6,51
"46",6.30998888888889,7.33333333333333,6,52
"47",6.81773333333334,7.33333333333333,6,53
"48",7.18650000000002,6.66666666666667,6,54
"49",6.7386111111111,7.66666666666667,6,55
"50",7.22738888888889,5.66666666666667,6,56
"51",6.63309999999998,7,6,57
"52",7.00204444444445,8,6,58
"53",7.35602222222222,9,6,59
"54",7.64234444444444,8.33333333333333,6,60
"55",8.01223333333334,8.66666666666667,6,61
"56",8.38134444444445,9.33333333333333,6,62
"57",8.79862222222222,9.33333333333333,6,63
"58",9.09964444444445,9.33333333333333,6,64
"59",9.28978888888891,9.33333333333333,6,65
"60",9.32666666666668,9.33333333333333,6,66
"61",9.22400000000001,8.33333333333333,6,67
"62",8.70733333333337,8,6,68
"63",8.81177777777781,9.33333333333333,6,69
"64",9.05622222222225,8.66666666666667,6,70
"65",8.51696666666668,8.66666666666667,6,71
"66",8.70916666666666,8,6,72
"67",8.53518888888891,5,6,73
"68",7.48115555555556,7.66666666666667,6,74
"69",7.93435555555555,7.66666666666667,6,75
"70",7.94861111111111,6.66666666666667,6,76
"71",7.22511111111109,6.33333333333333,6,77
"72",6.90417777777777,5.66666666666667,6,78
"73",6.60747777777778,7,6,79
"74",6.7691111111111,5.66666666666667,6,80
"75",6.27354444444445,7.33333333333333,6,81
"76",6.61973333333333,7.66666666666667,6,82
"77",7.26915555555555,5.66666666666667,6,83
"78",6.56412222222222,8.33333333333333,6,84
"79",7.41604444444446,5.66666666666667,6,85
"80",6.64394444444444,7,6,86
"81",6.9015888888889,4,6,87
"82",5.48651111111112,7.33333333333333,6,88
"83",6.71308888888889,8,6,89
"84",7.43974444444444,8.33333333333333,6,90
"85",7.63955555555555,7.66666666666667,6,91
"86",7.73614444444444,5.66666666666667,6,92
"87",6.34644444444445,4,6,93
"88",5.31287777777778,7.66666666666667,6,94
"89",6.6012,7.66666666666667,6,95
"90",6.50122222222223,7,6,96
"91",6.77072222222222,5,6,97
"92",5.86332222222222,6.66666666666667,6,98
"93",6.01604444444445,4.66666666666667,6,99
"94",5.79908888888889,4.66666666666667,6,100
"95",5.27673333333333,4.66666666666667,6,101
"96",4.93206666666667,5.33333333333333,6,102
"97",5.07356666666667,8.33333333333333,6,103
"98",6.80130000000001,8,6,104
"99",7.33517777777778,8.66666666666667,6,105
"100",8.09388888888889,8.33333333333333,6,106
"101",7.59334444444446,7.33333333333333,6,107
"102",8.02142222222223,8.33333333333333,6,108
"103",7.93548888888892,8.66666666666667,6,109
"104",8.12027777777779,9.66666666666667,6,110
"105",8.98793333333332,9.33333333333333,6,111
"106",8.89104444444444,9,6,112
"107",8.78816666666667,9.33333333333333,6,113
"108",9.19624444444445,9.33333333333333,6,114
"109",9.26785555555554,7.66666666666667,6,115
"110",8.53854444444443,7,6,116
"111",7.81397777777777,8.33333333333333,6,117
