"","pred","true","w","index"
"1",5.61111111111111,5.66666666666667,6,7
"2",5.66666666666667,5.66666666666667,6,8
"3",5.66666666666667,6.33333333333333,6,9
"4",5.88888888888889,5.33333333333333,6,10
"5",5.77777777777778,5,6,11
"6",5.66666666666667,8.33333333333333,6,12
"7",6.05555555555556,7.66666666666667,6,13
"8",6.38888888888889,7,6,14
"9",6.61111111111111,6,6,15
"10",6.55555555555556,5.66666666666667,6,16
"11",6.61111111111111,8,6,17
"12",7.11111111111111,7,6,18
"13",6.88888888888889,8,6,19
"14",6.94444444444444,6.33333333333333,6,20
"15",6.83333333333333,6.66666666666667,6,21
"16",6.94444444444444,6.33333333333333,6,22
"17",7.05555555555556,5.66666666666667,6,23
"18",6.66666666666667,5.33333333333333,6,24
"19",6.38888888888889,5.66666666666667,6,25
"20",6,6.33333333333333,6,26
"21",6,6.33333333333333,6,27
"22",5.94444444444444,6,6,28
"23",5.88888888888889,7,6,29
"24",6.11111111111111,4.66666666666667,6,30
"25",6,7,6,31
"26",6.22222222222222,7.33333333333333,6,32
"27",6.38888888888889,5.66666666666667,6,33
"28",6.27777777777778,6,6,34
"29",6.27777777777778,5.33333333333333,6,35
"30",6,5.66666666666667,6,36
"31",6.16666666666667,5.66666666666667,6,37
"32",5.94444444444444,7.66666666666667,6,38
"33",6,8,6,39
"34",6.38888888888889,7,6,40
"35",6.55555555555556,7.66666666666667,6,41
"36",6.94444444444445,8,6,42
"37",7.33333333333333,8,6,43
"38",7.72222222222222,8.33333333333333,6,44
"39",7.83333333333333,7.33333333333333,6,45
"40",7.72222222222222,6.66666666666667,6,46
"41",7.66666666666667,6,6,47
"42",7.38888888888889,5.33333333333333,6,48
"43",6.94444444444444,6,6,49
"44",6.61111111111111,6,6,50
"45",6.22222222222222,7.66666666666667,6,51
"46",6.27777777777778,7.33333333333333,6,52
"47",6.38888888888889,7.33333333333333,6,53
"48",6.61111111111111,6.66666666666667,6,54
"49",6.83333333333333,7.66666666666667,6,55
"50",7.11111111111111,5.66666666666667,6,56
"51",7.05555555555556,7,6,57
"52",6.94444444444444,8,6,58
"53",7.05555555555556,9,6,59
"54",7.33333333333333,8.33333333333333,6,60
"55",7.61111111111111,8.66666666666667,6,61
"56",7.77777777777778,9.33333333333333,6,62
"57",8.38888888888889,9.33333333333333,6,63
"58",8.77777777777778,9.33333333333333,6,64
"59",9,9.33333333333333,6,65
"60",9.05555555555555,9.33333333333333,6,66
"61",9.22222222222222,8.33333333333333,6,67
"62",9.16666666666666,8,6,68
"63",8.94444444444444,9.33333333333333,6,69
"64",8.94444444444444,8.66666666666667,6,70
"65",8.83333333333333,8.66666666666667,6,71
"66",8.72222222222222,8,6,72
"67",8.5,5,6,73
"68",7.94444444444444,7.66666666666667,6,74
"69",7.88888888888889,7.66666666666667,6,75
"70",7.61111111111111,6.66666666666667,6,76
"71",7.27777777777778,6.33333333333333,6,77
"72",6.88888888888889,5.66666666666667,6,78
"73",6.5,7,6,79
"74",6.83333333333333,5.66666666666667,6,80
"75",6.5,7.33333333333333,6,81
"76",6.44444444444444,7.66666666666667,6,82
"77",6.61111111111111,5.66666666666667,6,83
"78",6.5,8.33333333333333,6,84
