"","pred","true","w","index"
"1",6.54912222222223,7.33333333333333,6,7
"2",5.72065555555556,8.33333333333333,6,8
"3",6.9421888888889,8,6,9
"4",5.09145555555556,8,6,10
"5",7.74745555555556,8,6,11
"6",7.99556666666667,8,6,12
"7",8.0306,8.33333333333333,6,13
"8",8.26000000000004,5,6,14
"9",7.36588888888889,7,6,15
"10",7.45128888888889,8,6,16
"11",7.87162222222222,8.33333333333333,6,17
"12",8.00444444444444,8.66666666666667,6,18
"13",7.35853333333333,9.33333333333333,6,19
"14",7.4584,7.33333333333333,6,20
"15",7.74186666666667,4,6,21
"16",5.31815555555556,4.33333333333333,6,22
"17",5.09066666666667,4.66666666666667,6,23
"18",6.28007777777778,8.33333333333333,6,24
"19",7.10550000000001,7.66666666666667,6,25
"20",7.08837777777778,7.33333333333333,6,26
"21",6.77286666666666,7.33333333333333,6,27
"22",7.31604444444444,7.66666666666667,6,28
"23",7.25238888888888,8.33333333333333,6,29
"24",7.74638888888889,9,6,30
"25",8.03034444444444,8.66666666666667,6,31
"26",8.44993333333333,8.66666666666667,6,32
"27",8.61694444444444,8.66666666666667,6,33
"28",8.28751111111108,7.66666666666667,6,34
"29",8.42807777777775,8.33333333333333,6,35
"30",8.31011111111108,8.66666666666667,6,36
"31",8.41466666666664,8.33333333333333,6,37
"32",8.43521111111112,8.66666666666667,6,38
"33",8.4772111111111,8.33333333333333,6,39
"34",8.32336666666666,8.66666666666667,6,40
"35",8.43526666666668,5.66666666666667,6,41
"36",6.4889222222222,7,6,42
"37",6.52612222222223,7.66666666666667,6,43
"38",6.89883333333334,6.66666666666667,6,44
"39",6.80212222222221,2.66666666666667,6,45
"40",4.26452222222224,5.33333333333333,6,46
"41",4.54016666666667,9.33333333333333,6,47
"42",6.81490000000001,4.33333333333333,6,48
"43",5.52642222222223,4,6,49
"44",4.93251111111111,7.66666666666667,6,50
"45",5.40021111111111,8.33333333333333,6,51
"46",7.51938888888889,8.33333333333333,6,52
"47",7.61470000000001,8.66666666666667,6,53
"48",7.42263333333333,8.66666666666667,6,54
"49",8.14698888888889,8.66666666666667,6,55
"50",8.57302222222221,9,6,56
"51",8.77217777777776,8.66666666666667,6,57
"52",8.76975555555553,8.66666666666667,6,58
"53",8.69663333333331,8.66666666666667,6,59
"54",8.69088888888886,8.33333333333333,6,60
"55",8.55227777777777,9,6,61
"56",8.81185555555555,8,6,62
"57",8.52116666666667,7.33333333333333,6,63
"58",8.04715555555557,7.33333333333333,6,64
"59",8.17827777777779,8.33333333333333,6,65
