"","pred","true","w","index"
"1",5.69457777777778,5.66666666666667,6,7
"2",5.57007777777778,5.66666666666667,6,8
"3",5.6653111111111,6.33333333333333,6,9
"4",5.95355555555555,5.33333333333333,6,10
"5",5.74194444444446,5,6,11
"6",5.71908888888889,8.33333333333333,6,12
"7",6.58235555555557,7.66666666666667,6,13
"8",7.44850000000001,7,6,14
"9",6.53737777777778,6,6,15
"10",7.00301111111111,5.66666666666667,6,16
"11",6.47796666666667,8,6,17
"12",6.76616666666666,7,6,18
"13",6.88683333333332,8,6,19
"14",7.15514444444444,6.33333333333333,6,20
"15",6.80704444444445,6.66666666666667,6,21
"16",7.0444,6.33333333333333,6,22
"17",7.14321111111112,5.66666666666667,6,23
"18",6.65254444444444,5.33333333333333,6,24
"19",6.31496666666667,5.66666666666667,6,25
"20",6.03328888888889,6.33333333333333,6,26
"21",5.86475555555556,6.33333333333333,6,27
"22",6.02147777777778,6,6,28
"23",6.10583333333334,7,6,29
"24",6.09995555555556,4.66666666666667,6,30
"25",5.90074444444444,7,6,31
"26",6.48832222222222,7.33333333333333,6,32
"27",5.98353333333332,5.66666666666667,6,33
"28",6.62396666666667,6,6,34
"29",6.50685555555555,5.33333333333333,6,35
"30",5.84375555555555,5.66666666666667,6,36
"31",5.85722222222222,5.66666666666667,6,37
"32",6.16919999999999,7.66666666666667,6,38
"33",6.26314444444442,8,6,39
"34",6.71863333333333,7,6,40
"35",6.76826666666667,7.66666666666667,6,41
"36",7.25399999999999,8,6,42
"37",7.57445555555555,8,6,43
"38",7.81008888888889,8.33333333333333,6,44
"39",7.8110888888889,7.33333333333333,6,45
"40",7.38191111111112,6.66666666666667,6,46
"41",7.25502222222221,6,6,47
"42",7.8744,5.33333333333333,6,48
"43",6.80888888888889,6,6,49
"44",6.48805555555556,6,6,50
"45",6.33635555555556,7.66666666666667,6,51
"46",6.43103333333333,7.33333333333333,6,52
"47",6.46752222222223,7.33333333333333,6,53
"48",5.86340000000001,6.66666666666667,6,54
"49",6.76063333333334,7.66666666666667,6,55
"50",7.27844444444443,5.66666666666667,6,56
"51",6.8596111111111,7,6,57
"52",6.91521111111111,8,6,58
"53",7.13136666666667,9,6,59
"54",7.8767111111111,8.33333333333333,6,60
"55",7.98373333333333,8.66666666666667,6,61
"56",8.09821111111111,9.33333333333333,6,62
"57",8.33227777777778,9.33333333333333,6,63
"58",8.96642222222224,9.33333333333333,6,64
"59",9.25378888888891,9.33333333333333,6,65
"60",9.32994444444446,9.33333333333333,6,66
"61",9.20133333333335,8.33333333333333,6,67
"62",9.03026666666669,8,6,68
"63",8.76481111111114,9.33333333333333,6,69
"64",8.65646666666669,8.66666666666667,6,70
"65",8.51406666666668,8.66666666666667,6,71
"66",8.63978888888889,8,6,72
"67",8.54064444444445,5,6,73
"68",7.83004444444444,7.66666666666667,6,74
"69",7.57314444444444,7.66666666666667,6,75
"70",7.47573333333332,6.66666666666667,6,76
"71",7.03519999999999,6.33333333333333,6,77
"72",6.63963333333333,5.66666666666667,6,78
"73",6.80709999999999,7,6,79
"74",7.39695555555553,5.66666666666667,6,80
"75",6.45347777777776,7.33333333333333,6,81
"76",6.52134444444444,7.66666666666667,6,82
"77",6.42839999999999,5.66666666666667,6,83
"78",6.59848888888889,8.33333333333333,6,84
"79",6.09516666666665,5.66666666666667,6,85
"80",7.58051111111111,7,6,86
"81",7.48448888888889,4,6,87
"82",5.99203333333333,7.33333333333333,6,88
"83",6.98432222222223,8,6,89
"84",6.90055555555557,8.33333333333333,6,90
"85",7.5684,7.66666666666667,6,91
"86",6.25846666666667,5.66666666666667,6,92
"87",7.06063333333334,4,6,93
"88",6.72596666666666,7.66666666666667,6,94
"89",6.677,7.66666666666667,6,95
"90",5.84362222222223,7,6,96
"91",6.36715555555555,5,6,97
"92",6.23808888888888,6.66666666666667,6,98
"93",5.91339999999999,4.66666666666667,6,99
"94",6.69197777777777,4.66666666666667,6,100
"95",5.59866666666667,4.66666666666667,6,101
"96",6.23974444444444,5.33333333333333,6,102
"97",5.57636666666666,8.33333333333333,6,103
"98",5.70499999999999,8,6,104
"99",5.36134444444444,8.66666666666667,6,105
"100",6.4255,8.33333333333333,6,106
"101",7.08604444444444,7.33333333333333,6,107
"102",7.81606666666667,8.33333333333333,6,108
"103",7.90458888888893,8.66666666666667,6,109
"104",8.0213888888889,9.66666666666667,6,110
"105",8.97534444444443,9.33333333333333,6,111
"106",8.45254444444445,9,6,112
"107",8.5742,9.33333333333333,6,113
"108",9.19331111111113,9.33333333333333,6,114
"109",9.17597777777777,7.66666666666667,6,115
"110",9.05916666666667,7,6,116
"111",8.12141111111112,8.33333333333333,6,117
"112",8.14397777777779,7.33333333333333,6,118
"113",8.48133333333335,7,6,119
"114",7.65608888888889,7,6,120
"115",7.35401111111112,7.33333333333333,6,121
"116",7.39495555555555,6.33333333333333,6,122
"117",7.07234444444445,8,6,123
"118",7.18786666666666,8.33333333333333,6,124
"119",7.5827888888889,7.66666666666667,6,125
"120",7.47491111111111,7.33333333333333,6,126
"121",7.60552222222223,6,6,127
"122",7.00982222222222,7.33333333333333,6,128
"123",7.12705555555556,5.33333333333333,6,129
"124",6.3446,7.66666666666667,6,130
"125",6.71552222222222,7,6,131
"126",6.88800000000002,8,6,132
"127",6.97475555555555,8,6,133
"128",7.18564444444445,8.33333333333333,6,134
"129",7.7141,8.66666666666667,6,135
"130",7.93128888888889,9.33333333333333,6,136
"131",8.43971111111113,8,6,137
"132",8.26038888888889,8,6,138
"133",8.30566666666667,7,6,139
"134",8.38340000000001,7.66666666666667,6,140
"135",7.94026666666667,7,6,141
"136",7.72591111111111,7.66666666666667,6,142
"137",7.46736666666666,8,6,143
"138",7.66372222222223,8,6,144
"139",7.20571111111111,7.33333333333333,6,145
"140",7.63462222222222,8.33333333333333,6,146
"141",7.87725555555555,4,6,147
"142",7.56981111111111,8,6,148
"143",7.47525555555556,7.66666666666667,6,149
"144",7.27423333333333,8,6,150
"145",7.26642222222223,8.33333333333333,6,151
"146",6.62612222222222,8.33333333333333,6,152
"147",7.4296,7.33333333333333,6,153
"148",7.7787,9.33333333333333,6,154
"149",8.4466777777778,9.33333333333333,6,155
"150",8.20656666666667,9.33333333333333,6,156
"151",8.40986666666671,8.66666666666667,6,157
"152",8.52092222222224,9.33333333333333,6,158
"153",8.84191111111113,8.66666666666667,6,159
"154",9.05042222222222,8.66666666666667,6,160
"155",9.01764444444444,9.33333333333333,6,161
"156",9.19466666666667,9,6,162
"157",8.92135555555554,9.66666666666667,6,163
"158",9.08114444444444,8.66666666666667,6,164
"159",8.92358888888888,9,6,165
"160",9.14416666666667,8.33333333333333,6,166
"161",9.04511111111112,10,6,167
"162",9.17713333333333,10,6,168
"163",9.63827777777776,9.66666666666667,6,169
"164",9.10001111111111,9.33333333333333,6,170
"165",9.14375555555556,9,6,171
"166",9.19535555555556,9.33333333333333,6,172
"167",9.37652222222221,8.66666666666667,6,173
"168",9.11993333333332,8.66666666666667,6,174
"169",8.87924444444444,8.66666666666667,6,175
"170",8.8561111111111,8.66666666666667,6,176
"171",9.08731111111111,8.66666666666667,6,177
"172",8.77408888888886,7.33333333333333,6,178
