,Date,pa_happy_sliderNegPos,pa_energy_sliderNegPos,pa_relax_sliderNegPos
0,2021-10-25 18:59:37.374152438,NA,NA,NA
1,2021-10-26 07:46:39.422342421,5.35427933593378,1.6357232356009819,2.5615834960789594
2,2021-10-26 11:38:59.628533924,5.177006462919609,6.347260760208699,4.504069980686062
3,2021-10-26 14:22:03.551487633,8.179013131208398,5.537555875949609,7.622736543582373
4,2021-10-26 16:05:07.231726195,5.928657078788684,3.2217664009891385,8.35755380622198
5,2021-10-26 19:06:21.771164143,8.323528926557447,9.112468641327418,9.189232939879133
6,2021-10-26 21:21:29.354311762,9.655823684286002,9.527991436347971,8.649381264391018
7,2021-10-27 07:43:05.816408585,3.860345675385725,13.698099287140877,7.632166545800837
8,2021-10-27 11:59:44.451049839,9.078414032772425,6.623701923646058,9.203064804359677
9,2021-10-27 13:00:47.291561748,7.426303768955786,9.092350174614866,7.374595740450403
10,2021-10-27 17:24:29.179677748,10.182347165412537,4.086023434053025,8.35082108716639
11,2021-10-27 18:54:03.283389410,7.619626186607282,3.387803175347721,10.747243966237342
12,2021-10-27 22:52:17.888929293,8.0215752094214,1.2138956091525552,8.113108006370256
13,2021-10-28 07:39:02.980676733,14.961901601437226,2.560287785136755,8.132521689384813
14,2021-10-28 12:46:51.639307944,8.109459621543266,4.422959439648485,8.255354188769072
15,2021-10-28 16:21:03.326605051,9.924585071601122,7.09195131007339,5.067716400554253
16,2021-10-28 19:08:19.653386191,8.497204638099266,4.591280644644172,11.313966377708507
17,2021-10-28 23:37:02.955680756,9.543425282997122,3.8903976487627228,10.721892425376943
18,2021-10-29 00:39:59.196595546,8.573697341945191,3.453915896685553,8.520218392801171
19,2021-10-29 10:06:41.418702434,6.63211831976116,4.970207622576108,8.060106013343063
20,2021-10-29 11:20:49.764896982,23.524379381461372,8.634643182895193,8.848183705389353
21,2021-10-29 14:43:14.258575327,8.754485088880928,2.1902661065390023,3.215612506693235
22,2021-10-29 16:18:14.416807880,9.913451843338267,2.4184751003593425,7.102579966205479
23,2021-10-29 17:03:50.446615909,13.772088607242345,9.635204719345506,9.261864015117109
